PetID,PetType,Breed,AgeMonths,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,PreviousOwner,Gender,pet_details,shedding,FoodPreference,MeatConsumption,kid_friendliness,EnergyLevel
283,2,2,-0.2516901278246933,4,1,2.149787283372383,1,0,-0.3725117282672233,0,0,"energetic, outgoing, friendly, playful, loyal, active, loves to chase squirrels",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,1,0
284,2,2,0.4744797903904467,1,0,2.8915478472840723,0,0,1.7761023848759567,1,1,"energetic, outgoing, friendly, playful, loyal, active, is an excellent guard dog, is learning new tricks",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
285,2,2,-0.6666443668047732,4,0,1.456296184934352,0,1,0.9557224507667426,1,1,"energetic, outgoing, friendly, playful, loyal, active, is an excellent guard dog, has expressive eyes",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
286,2,2,0.4053207505604333,1,1,2.854400485689135,1,0,-0.5287745728594546,0,1,"energetic, outgoing, friendly, playful, loyal, active, is learning new tricks",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,1,0
287,2,2,-1.2372064454023832,0,2,0.14797146120059454,0,0,-0.48970886171139677,0,1,"energetic, outgoing, friendly, playful, loyal, active, loves to chase squirrels",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
288,2,2,0.8202749895405133,4,2,3.0717585053190186,1,0,1.072919584210916,0,1,"energetic, outgoing, friendly, playful, loyal, active, is very playful, has a loud bark",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
289,2,2,-1.0470190858698465,1,1,0.7193404629702693,0,0,-0.8022345508958594,0,0,"energetic, outgoing, friendly, playful, loyal, active, is always wagging tail",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
290,2,2,0.85485450945552,0,2,3.1083358009201723,1,0,1.111985295358974,0,1,"energetic, outgoing, friendly, playful, loyal, active, is fluffy, has a loud bark",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
291,2,2,0.6300876300079766,4,0,2.97674362835508,0,1,1.54170811798761,0,0,"energetic, outgoing, friendly, playful, loyal, active, loves to fetch",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
292,2,2,0.49176955034795,1,1,2.8458262277826303,0,0,1.502642406839552,0,1,"energetic, outgoing, friendly, playful, loyal, active, enjoys long walks in the park",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,1,0
293,2,2,1.1487804287330765,1,1,3.367122494098308,1,0,-0.3725117282672233,0,1,"energetic, outgoing, friendly, playful, loyal, active, is learning new tricks, is an excellent guard dog",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
294,2,2,1.32167802830811,4,1,3.5430402061800654,1,0,-0.29438030597110765,1,0,"energetic, outgoing, friendly, playful, loyal, active, has expressive eyes",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,1,0
295,2,2,-0.009633488419646636,0,2,2.5296955492297846,1,1,-0.3334460171191655,0,0,"energetic, outgoing, friendly, playful, loyal, active, is fluffy, has a loud bark",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,1,0
296,2,2,-0.1998208479521833,1,0,2.299458691740335,0,0,1.6979709625798411,1,1,"energetic, outgoing, friendly, playful, loyal, active, loves belly rubs",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,1,0
297,2,2,0.6127978700504734,0,0,2.9793147423270443,1,1,-1.0756945289322641,0,0,"energetic, outgoing, friendly, playful, loyal, active, loves to fetch",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
298,2,2,0.007656271537856696,1,0,2.4930135476297726,1,1,-1.6616801961531313,1,0,"energetic, outgoing, friendly, playful, loyal, active, is always wagging tail, enjoys long walks in the park",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
299,2,2,0.1113948312828767,4,0,2.580989854670461,1,0,-1.2319573735244953,0,0,"energetic, outgoing, friendly, playful, loyal, active, loves to chase squirrels",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,1,0
300,2,2,-0.23440036786718996,0,1,2.286824167878104,1,0,0.6041310504342222,1,0,"energetic, outgoing, friendly, playful, loyal, active, is very playful, is a bit shy around strangers",4,"lab-specific dry food, meat, lentil soup & rice, eggs. monitor calories, fish oil/joint supplements.",1,0,0
301,2,5,-1.3063654852323965,5,1,-0.4866166958797254,1,0,0.2525396501017018,0,1,"charming, mischievous, stubborn, playful, affectionate, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
302,2,5,-0.54561604710225,1,0,-0.034449656810247975,1,0,1.3854452733953786,0,1,"charming, mischievous, stubborn, playful, affectionate, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
303,2,5,-1.37552452506241,1,2,-0.5644132530314158,0,0,0.6041310504342222,0,0,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
304,2,5,-1.37552452506241,1,2,-0.5741858129248537,1,0,-0.9194316843400328,1,0,"charming, mischievous, stubborn, playful, affectionate, is a bit shy around strangers",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
305,2,5,-1.37552452506241,5,2,-0.5756633309087424,1,1,-1.1147602400803218,0,0,"charming, mischievous, stubborn, playful, affectionate, is a bit shy around strangers, is fluffy",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
306,2,5,0.2324231509854,5,0,0.15608035911217355,0,0,0.7603938950264535,1,1,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
307,2,5,-1.3928142850199132,1,2,-0.6050624485881685,1,1,-0.5678402840075124,0,0,"charming, mischievous, stubborn, playful, affectionate, enjoys long walks in the park",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
308,2,5,-1.3409450051474032,5,2,-0.5635523370408033,1,0,1.072919584210916,0,0,"charming, mischievous, stubborn, playful, affectionate, is fluffy",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
309,2,5,-1.37552452506241,5,2,-0.5805728788552078,1,1,-1.3491545069686688,1,0,"charming, mischievous, stubborn, playful, affectionate, has a loud bark, has expressive eyes",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
310,2,5,-1.3236552451899,5,2,-0.5072670456545497,1,0,-0.9975631066361484,1,0,"charming, mischievous, stubborn, playful, affectionate, is learning new tricks",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
311,2,5,-0.59748532697476,1,0,-0.039626786753795405,1,0,1.7761023848759567,0,1,"charming, mischievous, stubborn, playful, affectionate, has a loud bark, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
312,2,5,-1.3409450051474032,5,2,-0.5426460392687699,1,1,0.877591028470627,0,0,"charming, mischievous, stubborn, playful, affectionate, is very playful",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
313,2,5,-1.3063654852323965,5,1,-0.5035557996950178,0,1,-0.1381174613788764,0,1,"charming, mischievous, stubborn, playful, affectionate, is a bit shy around strangers",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
314,2,5,-1.37552452506241,5,2,-0.6030963026096078,1,0,0.6041310504342222,0,1,"charming, mischievous, stubborn, playful, affectionate, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
315,2,5,-1.3063654852323965,5,2,-0.48968807184623453,1,0,0.29160536124975966,0,1,"charming, mischievous, stubborn, playful, affectionate, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
316,2,5,0.6300876300079766,5,0,0.20538525057454285,1,1,1.6198395402837256,0,1,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
317,2,5,-1.2372064454023832,1,1,-0.44266344435900074,1,0,-0.8022345508958594,0,0,"charming, mischievous, stubborn, playful, affectionate, is fluffy, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
318,2,5,-1.3582347651049065,1,2,-0.5582588670985243,1,0,-0.5678402840075124,0,0,"charming, mischievous, stubborn, playful, affectionate, is great with kids, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
319,2,5,0.6300876300079766,1,0,0.20422185058722883,1,0,0.7994596061745113,1,0,"charming, mischievous, stubborn, playful, affectionate, is great with kids",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
320,2,5,-0.5801955670172566,5,0,-0.04047606874453474,1,0,1.3463795622473207,0,1,"charming, mischievous, stubborn, playful, affectionate, is an excellent guard dog, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
321,2,5,0.9240135492855333,5,0,0.2367505142325296,0,0,-0.9975631066361484,1,1,"charming, mischievous, stubborn, playful, affectionate, has a loud bark, is fluffy",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
322,2,5,-1.3236552451899,5,2,-0.5262188314478956,1,0,0.9166567396186848,0,0,"charming, mischievous, stubborn, playful, affectionate, is always wagging tail, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
323,2,5,-1.3409450051474032,1,2,-0.5648902470262145,0,0,-1.310088795820611,0,1,"charming, mischievous, stubborn, playful, affectionate, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
324,2,5,-1.3928142850199132,1,2,-0.6060397045775123,1,0,-1.6616801961531313,0,1,"charming, mischievous, stubborn, playful, affectionate, has a loud bark",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
325,2,5,-1.27178596531739,1,1,-0.4514587482630949,0,0,-0.3725117282672233,0,1,"charming, mischievous, stubborn, playful, affectionate, is a bit shy around strangers, is always wagging tail",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
326,2,5,0.4053207505604333,1,0,0.18181476683156023,1,0,-1.3882202181167267,0,1,"charming, mischievous, stubborn, playful, affectionate, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
327,2,5,0.09410507132537335,5,0,0.13072987338860045,1,0,-1.1928916623764376,0,1,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
328,2,5,0.49176955034795,1,0,0.17454351691084743,1,0,1.3463795622473207,0,1,"charming, mischievous, stubborn, playful, affectionate, loves to fetch",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
329,2,5,-1.2890757252748932,5,1,-0.4832661039162609,1,0,0.44786820584199094,0,0,"charming, mischievous, stubborn, playful, affectionate, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
330,2,5,0.2151333910278967,5,0,0.14608675322114584,1,0,-1.3882202181167267,1,0,"charming, mischievous, stubborn, playful, affectionate, loves to chase squirrels, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
331,2,5,-1.37552452506241,1,2,-0.5638664550373781,1,0,-0.9194316843400328,1,0,"charming, mischievous, stubborn, playful, affectionate, loves to fetch, is great with kids",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
332,2,5,-1.2544962053598865,5,1,-0.4296566325008297,1,1,0.44786820584199094,0,0,"charming, mischievous, stubborn, playful, affectionate, is great with kids, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
333,2,5,0.07681531136787002,1,0,0.12224868748108107,0,0,-1.3882202181167267,0,0,"charming, mischievous, stubborn, playful, affectionate, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
334,2,5,-1.3236552451899,1,2,-0.5140147655809711,0,0,-0.6850374174516859,1,0,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
335,2,5,-0.9778600460398332,5,0,-0.14457709960939566,1,1,-0.29438030597110765,0,0,"charming, mischievous, stubborn, playful, affectionate, loves to fetch",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
336,2,5,0.85485450945552,1,0,0.24682555812266913,1,0,-1.3491545069686688,0,1,"charming, mischievous, stubborn, playful, affectionate, is great with kids, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
337,2,5,0.85485450945552,1,0,0.22598906434987454,1,0,-0.6069059951555702,1,1,"charming, mischievous, stubborn, playful, affectionate, is great with kids",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
338,2,5,-1.3928142850199132,5,2,-0.6127641565041875,1,0,-0.5678402840075124,0,0,"charming, mischievous, stubborn, playful, affectionate, is fluffy, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
339,2,5,-1.2372064454023832,1,1,-0.4216175385884896,1,0,-0.5678402840075124,0,1,"charming, mischievous, stubborn, playful, affectionate, is very cuddly, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
340,2,5,-1.2890757252748932,1,1,-0.47963629595584106,1,0,0.33067107239781746,1,0,"charming, mischievous, stubborn, playful, affectionate, is fluffy, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
341,2,5,0.7165364297954934,5,0,0.219985920415334,1,0,-1.0756945289322641,0,1,"charming, mischievous, stubborn, playful, affectionate, is fluffy",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
342,2,5,-1.2890757252748932,5,1,-0.4786706739663705,1,0,-1.0756945289322641,0,0,"charming, mischievous, stubborn, playful, affectionate, enjoys long walks in the park, is learning new tricks",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
343,2,5,0.3707412306454267,1,0,0.15450976912929953,1,1,-1.1147602400803218,0,0,"charming, mischievous, stubborn, playful, affectionate, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
344,2,5,-0.7876726865072966,5,0,-0.08544147825422263,0,0,1.54170811798761,0,0,"charming, mischievous, stubborn, playful, affectionate, has a loud bark",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
345,2,5,0.7684057096680033,5,0,0.22363899637550028,1,0,-0.5287745728594546,0,0,"charming, mischievous, stubborn, playful, affectionate, is very playful, is great with kids",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
346,2,5,-1.2026269254873765,5,1,-0.39758169485058137,1,0,0.5650653392861644,0,1,"charming, mischievous, stubborn, playful, affectionate, is a bit shy around strangers",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
347,2,5,-1.3928142850199132,1,2,-0.5816315728436636,0,0,-0.5678402840075124,0,1,"charming, mischievous, stubborn, playful, affectionate, is learning new tricks, loves to chase squirrels",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
348,2,5,-1.01243956595484,1,0,-0.1979887930269835,0,0,1.502642406839552,0,1,"charming, mischievous, stubborn, playful, affectionate, is learning new tricks, has expressive eyes",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
349,2,5,-1.2372064454023832,5,1,-0.42559636654510363,1,0,-1.1538259512283797,0,0,"charming, mischievous, stubborn, playful, affectionate, has expressive eyes, is always wagging tail",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
350,2,5,-0.8914112462523166,5,0,-0.11358412394734946,0,0,0.44786820584199094,0,0,"charming, mischievous, stubborn, playful, affectionate, is very playful, loves to fetch",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
351,2,5,-1.2372064454023832,1,1,-0.4472937763085106,1,1,-1.0366288177842062,0,1,"charming, mischievous, stubborn, playful, affectionate, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
352,2,5,-1.2544962053598865,1,1,-0.45021391027666885,1,1,-0.8022345508958594,0,1,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
353,2,5,-1.37552452506241,5,2,-0.6054463705839821,0,1,-0.880365973191975,0,1,"charming, mischievous, stubborn, playful, affectionate, is a bit shy around strangers",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
354,2,5,-1.3582347651049065,1,2,-0.5564323291184413,1,0,0.7603938950264535,0,1,"charming, mischievous, stubborn, playful, affectionate, loves to fetch, loves to chase squirrels",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
355,2,5,-1.2890757252748932,5,1,-0.49322480780766914,1,0,-0.6459717063036281,0,1,"charming, mischievous, stubborn, playful, affectionate, loves to chase squirrels, is learning new tricks",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
356,2,5,-0.8741214862948132,1,0,-0.11837733189508332,0,0,0.33067107239781746,0,0,"charming, mischievous, stubborn, playful, affectionate, enjoys long walks in the park, is a bit shy around strangers",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
357,2,5,-1.27178596531739,1,1,-0.4583926121874866,1,0,-0.7241031285997437,0,1,"charming, mischievous, stubborn, playful, affectionate, is fluffy, has a loud bark",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
358,2,5,-0.2689798877821966,1,0,0.05156050425187952,1,0,1.2682481399512051,1,0,"charming, mischievous, stubborn, playful, affectionate, is fluffy",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
359,2,5,-1.3409450051474032,5,2,-0.54786970521181,1,0,-1.0366288177842062,1,1,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home, enjoys long walks in the park",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
360,2,5,-0.9087010062098199,1,0,-0.12911551377799196,1,0,-0.3725117282672233,0,1,"charming, mischievous, stubborn, playful, affectionate, is always wagging tail, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
361,2,5,-0.9087010062098199,1,0,-0.1343857157205246,1,0,1.7761023848759567,0,1,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
362,2,5,-1.3063654852323965,5,2,-0.4898858498440779,1,0,0.877591028470627,1,0,"charming, mischievous, stubborn, playful, affectionate, loves to fetch",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
363,2,5,-1.3236552451899,5,2,-0.541331397283105,1,1,-0.25531459482304986,1,0,"charming, mischievous, stubborn, playful, affectionate, is fluffy, is learning new tricks",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
364,2,5,-1.21991668544488,5,1,-0.391171360920481,1,0,1.737036673727899,0,0,"charming, mischievous, stubborn, playful, affectionate, is very playful",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
365,2,5,-1.37552452506241,5,2,-0.5610161250684587,1,0,-1.3491545069686688,1,0,"charming, mischievous, stubborn, playful, affectionate, has expressive eyes",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
366,2,5,-0.9432805261248266,5,0,-0.13694519569261543,0,0,-0.9584973954880907,1,0,"charming, mischievous, stubborn, playful, affectionate, is always wagging tail, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
367,2,5,-0.0960822882071633,1,0,0.08845191784960793,1,0,-0.7631688397478015,0,0,"charming, mischievous, stubborn, playful, affectionate, enjoys long walks in the park",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
368,2,5,-1.3063654852323965,5,1,-0.4946441557921923,1,0,-1.4272859292647844,0,1,"charming, mischievous, stubborn, playful, affectionate, enjoys long walks in the park",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
369,2,5,-0.13066180812216996,1,0,0.10350631368545175,0,0,1.2291824288031474,0,0,"charming, mischievous, stubborn, playful, affectionate, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
370,2,5,-1.37552452506241,1,2,-0.5706956129629115,1,0,-1.3491545069686688,0,0,"charming, mischievous, stubborn, playful, affectionate, loves to chase squirrels, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
371,2,5,-1.2372064454023832,1,1,-0.42880735051009045,1,0,0.17440822780558618,0,0,"charming, mischievous, stubborn, playful, affectionate, loves to fetch",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
372,2,5,-1.3409450051474032,5,2,-0.5387602833111409,1,1,-0.48970886171139677,0,1,"charming, mischievous, stubborn, playful, affectionate, is very playful",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
373,2,5,-0.5283262871447466,5,0,-0.028876970871013655,0,0,0.057211094361412716,0,1,"charming, mischievous, stubborn, playful, affectionate, has a loud bark",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
374,2,5,-1.2544962053598865,5,1,-0.4579039841928147,0,0,0.33067107239781746,0,0,"charming, mischievous, stubborn, playful, affectionate, is great with kids, has a loud bark",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
375,2,5,-1.37552452506241,5,2,-0.5862735387930467,1,1,0.6041310504342222,0,0,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home, has a loud bark",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
376,2,5,-1.4101040449774165,5,2,-0.6215710944081548,1,1,-1.7007459073011892,0,1,"charming, mischievous, stubborn, playful, affectionate, is always wagging tail",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
377,2,5,-1.2544962053598865,5,1,-0.44054605638208916,0,0,0.4088024946939331,1,0,"charming, mischievous, stubborn, playful, affectionate, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
378,2,5,-0.3208491676547066,1,0,0.024069362551648595,0,1,1.072919584210916,0,1,"charming, mischievous, stubborn, playful, affectionate, is learning new tricks, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
379,2,5,-1.4101040449774165,5,2,-0.6215710944081548,1,0,-1.7007459073011892,0,0,"charming, mischievous, stubborn, playful, affectionate, has expressive eyes, is a bit shy around strangers",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
380,2,5,-1.3236552451899,1,2,-0.5120020836029179,1,0,0.09627680550947054,1,0,"charming, mischievous, stubborn, playful, affectionate, is very playful",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
381,2,5,-1.2544962053598865,1,1,-0.43123885648357674,1,0,-0.7631688397478015,0,1,"charming, mischievous, stubborn, playful, affectionate, has expressive eyes",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
382,2,5,-1.2372064454023832,1,1,-0.4336936304568094,1,0,-0.05998603908276075,0,0,"charming, mischievous, stubborn, playful, affectionate, loves to chase squirrels, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
383,2,5,0.28429243085791,1,0,0.1486927691927292,1,0,0.33067107239781746,0,1,"charming, mischievous, stubborn, playful, affectionate, is great with kids",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
384,2,5,-1.21991668544488,5,1,-0.40585346876038425,0,1,0.877591028470627,1,1,"charming, mischievous, stubborn, playful, affectionate, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
385,2,5,-1.2890757252748932,1,1,-0.49692441976732776,1,0,-0.8022345508958594,1,0,"charming, mischievous, stubborn, playful, affectionate, enjoys long walks in the park",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
386,2,5,-1.3409450051474032,1,2,-0.5576771671048674,1,0,-0.7631688397478015,0,0,"charming, mischievous, stubborn, playful, affectionate, is very playful, is very cuddly",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
387,2,5,-1.2026269254873765,1,1,-0.36677486318650543,0,0,-0.09905175023081857,0,1,"charming, mischievous, stubborn, playful, affectionate, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
388,2,5,0.95859306920054,5,0,0.25372452004744145,1,0,1.3463795622473207,1,0,"charming, mischievous, stubborn, playful, affectionate, loves to chase squirrels, is a bit shy around strangers",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
389,2,5,0.3015821908154133,1,0,0.15049603917306612,1,0,0.877591028470627,1,0,"charming, mischievous, stubborn, playful, affectionate, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
390,2,5,-1.3928142850199132,1,2,-0.5825971948331342,1,0,-1.0366288177842062,1,0,"charming, mischievous, stubborn, playful, affectionate, prefers quiet evenings at home, is an excellent guard dog",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,0,0
391,2,5,-1.21991668544488,1,1,-0.39734901485311863,1,0,0.9166567396186848,1,1,"charming, mischievous, stubborn, playful, affectionate, is learning new tricks",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
392,2,5,-1.27178596531739,5,1,-0.4548907782256713,1,0,0.2525396501017018,1,0,"charming, mischievous, stubborn, playful, affectionate, enjoys long walks in the park, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
393,2,5,-0.026923248377149968,1,0,0.09828264774241166,1,0,-1.6616801961531313,1,0,"charming, mischievous, stubborn, playful, affectionate, is always wagging tail, loves belly rubs",3,"small kibble, soft chicken & rice, small veg. avoid oily/spicy, large treats.",1,1,0
