PetID,PetType,Breed,Color,Size,Gender,pet_details,pet_characteristics
536,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
537,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
538,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
539,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
540,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
541,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
542,Cat,Persian,Black,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys being petted, loves to play with string","medium build, long silky fur, flat face, short legs"
543,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
544,Cat,Persian,White,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs, enjoys being petted","medium build, long silky fur, flat face, short legs"
545,Cat,Persian,Orange,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys napping in sunbeams, is a quiet companion","medium build, long silky fur, flat face, short legs"
546,Cat,Persian,Gray,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to perch on high places","medium build, long silky fur, flat face, short legs"
547,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
548,Cat,Persian,Gray,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys being petted, is very independent","medium build, long silky fur, flat face, short legs"
549,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, enjoys being held gently, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
550,Cat,Persian,White,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, has striking eyes","medium build, long silky fur, flat face, short legs"
551,Cat,Persian,Gray,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to perch on high places","medium build, long silky fur, flat face, short legs"
552,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
553,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
554,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, prefers quiet environments, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
555,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
556,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, has twitching nose, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
557,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
558,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
559,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
560,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
561,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
562,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
563,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
564,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
565,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
566,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is always grooming, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
567,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
568,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
569,Cat,Persian,Orange,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is a great mouser, has soft fur","medium build, long silky fur, flat face, short legs"
570,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
571,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
572,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
573,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
574,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
575,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
576,Cat,Persian,Black,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is a quiet companion","medium build, long silky fur, flat face, short legs"
577,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
578,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
579,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
580,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
581,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
582,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
583,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
584,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
585,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
586,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, loves to dig, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
587,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
588,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
589,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
590,Cat,Persian,Black,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is playful at dawn and dusk","medium build, long silky fur, flat face, short legs"
591,Cat,Persian,Black,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs, is very independent","medium build, long silky fur, flat face, short legs"
592,Cat,Persian,Brown,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to perch on high places","medium build, long silky fur, flat face, short legs"
593,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
594,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
595,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
596,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
597,Cat,Persian,Orange,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is very independent","medium build, long silky fur, flat face, short legs"
598,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
599,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
600,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, is always grooming, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
601,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
602,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
603,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
604,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
605,Cat,Persian,Gray,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string, is a quiet companion","medium build, long silky fur, flat face, short legs"
606,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
607,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
608,Cat,Persian,Brown,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a quiet companion, is playful at dawn and dusk","medium build, long silky fur, flat face, short legs"
609,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
610,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
611,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
612,Cat,Persian,Brown,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys napping in sunbeams","medium build, long silky fur, flat face, short legs"
613,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is litter box trained, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
614,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, prefers quiet environments","medium small body, soft fur, long ears, strong hind legs, herbivore"
615,Cat,Persian,Brown,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string, loves to perch on high places","medium build, long silky fur, flat face, short legs"
616,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, prefers quiet environments, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
617,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
618,Cat,Persian,Orange,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a bit mischievous","medium build, long silky fur, flat face, short legs"
619,Cat,Persian,White,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to explore small spaces, is playful at dawn and dusk","medium build, long silky fur, flat face, short legs"
620,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
621,Cat,Persian,Black,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, has soft fur, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
622,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
623,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
624,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
625,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
626,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
627,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
628,Cat,Persian,Black,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys napping in sunbeams, has soft fur","medium build, long silky fur, flat face, short legs"
629,Cat,Persian,Black,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs, has striking eyes","medium build, long silky fur, flat face, short legs"
630,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
631,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
632,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
633,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
634,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
635,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
636,Cat,Persian,Brown,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to perch on high places, is a bit mischievous","medium build, long silky fur, flat face, short legs"
637,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
638,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
639,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
640,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, loves to dig, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
641,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
642,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
643,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
644,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
645,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
646,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
647,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
648,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
649,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, loves to binky, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
650,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
651,Cat,Persian,Gray,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string, is a quiet companion","medium build, long silky fur, flat face, short legs"
652,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
653,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
654,Cat,Persian,White,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is playful at dawn and dusk","medium build, long silky fur, flat face, short legs"
655,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
656,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
657,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
658,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
659,Cat,Persian,Black,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs, has striking eyes","medium build, long silky fur, flat face, short legs"
660,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, loves to binky, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
661,Cat,Persian,Orange,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a great mouser, is playful at dawn and dusk","medium build, long silky fur, flat face, short legs"
662,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
663,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
664,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
665,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
666,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room","small lightweight body, two feet, wings, feathers, curved beak"
667,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, loves to binky, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
668,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
669,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves to play with toys, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
670,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
671,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
672,Cat,Persian,White,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string, has striking eyes","medium build, long silky fur, flat face, short legs"
673,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
674,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, is quite agile, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
675,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
676,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
677,Cat,Persian,Orange,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys grooming sessions","medium build, long silky fur, flat face, short legs"
678,Cat,Persian,Orange,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys napping in sunbeams, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
679,Cat,Persian,Gray,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys grooming sessions, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
680,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
681,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
682,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
683,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
684,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
685,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
686,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, loves to binky, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
687,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
688,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
689,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
690,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
691,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, loves to dig, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
692,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
693,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
694,Cat,Persian,Black,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is very independent, enjoys napping in sunbeams","medium build, long silky fur, flat face, short legs"
695,Cat,Persian,Gray,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a great mouser","medium build, long silky fur, flat face, short legs"
696,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
697,Cat,Persian,Gray,Small,Male,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string, is a great mouser","medium build, long silky fur, flat face, short legs"
698,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
699,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
700,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
701,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
702,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is always grooming, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
703,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
704,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
705,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
706,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
707,Rabbit,Rabbit,black,Medium,Female,"gentle, quiet, social, timid, active, curious, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
708,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
709,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, is always grooming, loves fresh vegetables","medium small body, soft fur, long ears, strong hind legs, herbivore"
